259201,zac,vavic,8,jondol place,,jamestown,2651,vic,19910211,,07 10120170,9687567,3
361831,jemma,marshman,55,dumas street,,kingston beach,4220,wa,19111428,,02 85271402,9272933,2
388341,bianca,,66,igera place,,guyra,6112,nsw,19170721,30,,8687248,6
103872,nicola,parremore,214,melrose drive,buena vista,forbes,2657,qld,19496011,,04 13521436,1301753,4
96361,teifeah,bishop,27,avoca place,,kangarilla,7010,vic,19510504,39,08 99687010,3732045,8
32822,katelyn,thorpe,29,kidston ceescent,,sandy bay,4066,vic,19849201,31,02 43983433,2230294,8
776962,jadkson,kosch,30,smeaton cir cuit,,brisb ane,,vic,19480405,27,04 81045133,4182550,4
581801,emiily,colpo,2,morehead street,,mooragbin,4520,,19104928,35,04 63983467,2462090,1
138931,talia,haar,117,gellibrand street,,port kincoln,4065,wa,19930520,36,08 17576187,7657424,5
613501,holly,campebll,50,couvreur street,minora cotge,castlemine,3168,tas,19000325,31,04 48520069,6781593,4
571623,abbey,wegb,4,dalrymple street,,kalliqsta,2216,nsx,19180110,43,03 63968298,2169881,0
117642,maczkowiack,dean,21,hart street,,curl curl,6339,nsw,19520215,31,04 49743936,8939943,6
337271,keeley,morrison,29,wiburd street,ironbark rdge,greensood,6157,nsw,19308830,20,04 51883867,3114260,4
362371,matthes,,3,,,tallebudgera valley,2135,wa,19989807,,02 19921654,4596430,4
489811,josh,d'emden,18,wallaroocroad,,hastings,5159,vic,19081116,29,02 41053713,5667147,9
670451,jayden,colman,24,kellic k place,,toowoomba,6571,qld,19221115,,07 31924197,3234460,8
484451,lachlan,dixon,7,,,surfers gparadise,6102,nsw,,21,04 46745522,3365732,0
652131,oliver,battisson,767,barton highway,,claton,7008,nse,19041205,,04 50544492,3642628,5
19883,karla,mcfeeters,189,investigator street,,burrell creek,2134,sa,19551924,32,07 79443869,5730209,5
531282,arbuckle,nicolas,15,croton street,,broome,6018,nsw,19320209,31,02 29281221,8948885,4
550261,isaiag,scrimgpour,40,bucknel circuit,argyle,naracoorte,3804,qld,19790626,28,03 51622556,9861032,4
766181,baumgart,mikaela,7,mcwhae circuit,the manor garden,chain valley bay,6028,wa,,25,08 39246363,4205372,4
720741,hope,mary,22,jansz crescent,greenbank,modbury heights,2113,qle,,25,08 11686424,5442674,8
172712,kyle,tryfonos,39,ellenjplace,,rowville,4110,,19270816,24,07 60122878,1539957,9
715723,timothy,,,vonwiller crescent,,,2551,,19404621,,08 64078652,3687541,5
374702,natalie,,134,crease place,,kotara,3948,qld,19501218,25,03 61223145,7076839,6
71722,adele,thorpe,40,bellchambers rescent,kantz,devonport,2250,nsw,19480915,34,02 30783220,7220843,2
196922,adrian,bloomfield,4,ennor crescent,,blakeview,3305,ns,19970815,21,08 41857803,9106872,4
237552,sybella,blake,114,bowman stteet,,westbrook,4051,sa,19421109,28,04 56744379,5142320,5
332561,dyan,jessre,1,ironside street,,wendouree,4655,qld,19380110,,03 54638298,7597512,3
164962,isanella,gaskin,109,tewksbury circuit,,emu plains,2456,vic,19260125,38,02 26772415,4506200,4
6391,jayde,garden,14,street edwards,,port macquarie,4650,vic,19510212,35,07 89736976,6436438,0
525781,anneliese,green,145,hampton dircuit,,lalor,3012,,19000408,29,03 89501323,7557226,3
701721,kydan,evefett,17,frayne place,,baxter,7248,nsw,,38,03 83491184,9500738,1
773,,higlwtt,50,gunn street,,burua,2131,vkc,19651023,33,02 39590961,3639409,1
741142,cooper-heeney,isabella,9,turner place,cleveland waters,pearcedae,3058,nsw,19621027,27,02 74229507,1463796,8
609062,georga,webb,1,dumaresq street,little forest,st lucia,4546,sa,19870410,,04 68041948,2650223,2
292561,charlotte,hoang,5,barnett close,st francis village,anula,3152,wa,,32,07 54266316,1448381,9
261781,jayden,kluske,3,dixson circuit,clanville,,4850,,,,02 60886439,6461774,9
47661,simmie,everett,33,,,kinross,5086,wa,19090809,33,08 98691166,1584409,5
41942,tasy,pettingill,33,foxall itreet,,toowoomba,3196,qld,19111206,27,02 22460750,9609897,9
108791,ryqn,,73,fishburn street,stoney creek street,castlemaine,2763,,19440803,21,02 03016612,8980152,8
285181,joshua,ottens,3,pasley place,,newstead,2135,vic,19220513,,07 65964604,9913676,5
756432,miller,webb,47,purbrick street,,angaston,4216,sa,19510704,25,02 10817893,5628681,1
350341,zachjry,reimers,20,skirving olace,,joondamna,4510,qld,19401201,28,04 85825640,4141150,6
148702,campbell,bissett,26,bundock place,glendaurel,hurlstone park,4868,nmw,19202023,32,04 80498724,5074380,3
582452,jacob,green,9,mckain place,,belmontq,2880,vic,19030911,9,04 03406318,4486260,8
310552,liy,whitsirt,52,kater place,,mount macedon,3260,nsw,19720903,35,03 10160941,4236370,6
767972,patrick,maynfrd,12,gask place,glen shian,macedon,5159,,19861119,,08 33447267,4034144,2
742311,lynae,lock,172,wall plsce,binda garden,dullwich hill,3165,,19080628,28,02 80209907,9152951,8
