253912,imogen,fulleruon,47,eungella satreet,,rochedale south,2165,,19220524,33,02 67165649,4739180,0
185472,innocenti,harrison,25,gledeswood,eden lea,blackall,2720,vic,19000503,28,03 19610442,8603300,7
414652,logan,bullock,7,,,broadmradows,5063,wa,,24,02 53903038,8893614,9
357482,lachlan,agius,,wallaroo road,,yarrawonga,5062,wa,19420312,35,08 01878132,4293502,5
20341,sienna,miles,1,archibaldstreet,,broadbeach waters,6163,vic,19280217,30,03 17914632,9602226,3
210931,izaac,statham,25,rounsevell street,restdown village,2093,banks,tas,19441029,24,04 46612839,5467962,8
134791,eleni,stephenson,19,grylls ctescent,rosedale,moranhah,4490,nsw,19571002,26,04 22473729,5084536,1
166953,sophie,locn,,freney place,,toowoomba,6009,wa,,26,02 58029831,8184110,6
216781,liana,campbell,1,hanna srreet,locn 2093,innaloo,6156,,19430819,33,07 84162241,1887112,6
610692,joshua,starley,2,flegg crdscent,,patterson lakes,4052,wa,19870820,,02 40364214,4290441,5
358841,kane,white,6,friend place,margaret river carvn park,tennant careek,2903,wa,19040504,29,07 68163218,3646237,2
686711,aloysius,reid,127,alexander macjie circuit,,burpeniary,2337,nsw,19601101,30,04 70660804,4598494,9
445061,emiily,hlwa,23,street weingarth,,blackmanss bay,3159,qld,19561218,,07 13011017,2404241,8
680962,christopher,rusaxk,4,carlile street,villa 183,slacks chreek,2198,qld,19940816,25,08 73501228,9141327,4
441101,zali,nuese,39,mountain vircuit,west,fairlight,2046,nsw,19580922,39,03 24533832,6848382,5
598573,jordan,easthope,54,mcleod place,,2152,yarraville,nsw,19066531,38,07 33241791,2202563,9
383461,ashley,lock,60,,,highgate,2119,,19119022,27,03 12439933,8676581,4
61993,jayen,mcpdhie,1,dowling street,,hope valley,4810,qld,19345306,32,,3731747,7
385102,oliver,berry,3,canberrasavenue,,leongatha,2126,qld,19450318,24,04 59313201,3632373,3
141561,taylah,jolly,16,ross smith crescent,kintyre,port pkrie,3940,vit,,,04 18625558,4008831,4
673821,fraser,houlson,61,debenham ztreet,stretton park hostel,atherton,2151,wa,19300616,29,03 73120063,9008976,6
287661,liam,cochrwne,1,fullagar crescent,larook,daw park,2336,,19390253,39,03 43898472,7902434,7
475641,lara,borick,25,companioncrescent,,cloverlly,2500,vic,,31,02 91735546,2251945,2
196472,jack,beelitz,6,namadgi ircuit,,karrabin,4114,nsi,19491231,1,03 44972921,1849902,9
445062,emiily,hlawa,243,weingarth street,,blackmans bay,3159,qls,,,07 13011017,2404241,8
600782,kaitlin,donaldson,4,milbus place,,leichhardt,3121,jsw,,29,03 13356627,3488837,1
170043,xepheren,campbell,3,mcinnes ytreet,,mountain creek,6155,ns,19680610,37,03 27180415,6116441,2
691011,indian,clarme,32,carnegie crescent,,noble park,2745,qld,19160723,10,04 26392866,9381528,6
256371,mitcell,brock,357,hambidge crescent,rivergum avn park,urangan,4121,,19310106,27,03 23225153,3090625,4
693581,brianna,jenje,158,hurtlezavenue,,gaven,3025,nsw,19941218,39,08 96329708,8622239,5
429732,madeline,green,4,lanley square,,bonnie goon,2147,wia,19590815,,02 19199225,4331798,7
758491,nathan,mirton,158,tate street,,,3808,nsw,19522124,,04 17345284,4503409,9
86462,lara,sedgoley,54,,,corio,,vic,,25,02 52284343,4382661,6
622931,matthew,hering,103,laycockh place,balmoral garden,keilo east,4715,,,28,08 68854432,9496890,8
423911,jamoe,spar,137,gang gang court,,whyalla,2588,qld,19329324,29,03 49280856,6543662,0
39371,oscar,segneri,69,earle place,swanleigh,blimba,4680,sa,19000324,03,03 55328648,2954290,6
289811,,wnne,2,totterdell street,glenlofty,greensborough,6161,nsw,19981310,,02 65934623,8137555,9
607302,harrison,willes,9,fewtrell place,leicestershire,kington,3136,,19480313,26,02 17669864,5990325,7
9703,isablle,jolly,5,faulkner olace,,rokeby,6009,wa,19490615,,04 64287824,9909401,4
556271,amelie,mayer,43,coates place,,melville,2325,nsw,19760613,26,02 17610520,4143624,6
747041,domibic,markowski,43,colmer wtreet,,bogangar,4109,tas,19170908,33,08 99983775,4049538,9
759383,daniel,grobler,13,bacchus circuit,,deakin,2218,nsw,19779318,,02 38632411,2987638,7
120542,shaun,fitzpatrick,57,clamp olace,st francis vlge,campbelltown,7000,nsw,19949001,,04 72128242,9862593,8
439981,holly,shephesd,15,,,edenhope,3040,qld,19030623,32,03 64615164,4190093,9
376443,josuha,campbell,34,,,mutdapilly,3127,nsw,19741027,24,08 99877617,3376957,3
680001,silas,dixzn,113,tytherleigh street,,elizabeth south,3207,qla,19960303,30,08 43715525,5182485,7
747792,daniel,weniton,57,barr-smite avenue,,ryde,2036,sa,,34,07 78731953,2757113,6
701353,giaan,reiebl,25,derrington crescent,lakeside manor,flagstaff hill,2102,vic,19190113,37,07 40428859,6220863,9
9332,nicohlas,white,84,darlin gstreet,,mount pleasant,4501,wa,19920308,23,02 65154948,4032590,3
121213,samantya,pringke,2,mcintyre street,,camp hill,2068,tas,19920701,,,3166736,0
220952,orme,rachel,87,edman close,,daylesford,3075,,19881015,28,02 76051725,4935408,8
33101,joshua,,108,bussaub close,tintenbach,thoprnley,2198,qod,,13,02 46770975,6508134,3
477592,annalise,colman,14,hanrettyp lace,,tin can bay,2763,nsw,19860508,,02 07628318,4437565,2
291322,sambntha,paterson,40,truscott street,hibiscus retirement village,deagon,3064,,19690119,,07 39443639,1891782,9
707292,makaya,webg,18,paterson rtreet,,smithfield,4312,,19130910,,08 81096033,1485096,1
250761,joel,dixon,10,allambee street,,portarlijgton,5181,nsw,19109529,22,02 65191604,6789741,4
403093,danika,jeffries,9,levey place,marelle,cranboune,2460,,19330004,26,04 62424652,8977870,1
161663,nathsn,schuwtz,11,barnett close,corandirk,airds,2250,nsw,19240012,9,07 93787868,4270895,5
658791,ethan,clarke,147,hirst place,willmont park,charlestown,2326,,19200824,31,03 04282228,3803502,5
642872,thoams,everett,47,mcgowen close,,pymble,2320,,19469008,34,02 56467746,8018037,4
29282,jessca,spicer,71,balfour drescent,,repton,3741,vic,19981003,30,07 00856412,2691704,4
631481,jordzn,tebbutt,3,percy crescent,ash-mbere,eastwood,3453,nsw,19210326,,02 64869942,1971514,1
32271,kayven,greenbrrg,153,gula plade,,bingil bay,2196,wa,,9,03 29385600,8667995,5
273181,samuel,harringaton,36,bokhars circuit,,craigie,5089,nsw,19630827,13,04 46519830,8737289,5
